Port Name,State,Port Code,Border,Date,Container,Nos People,Location
Derby Line,Vermont,209,US-Canada Border,9/1/17 0:00,Truck Containers Full,7155,POINT (-72.09944 45.005)
Sault Sainte Marie,Michigan,3803,US-Canada Border,9/1/17 0:00,Personal Vehicle Passengers,123828,POINT (-84.29889 46.47028)
Van Buren,Maine,108,US-Canada Border,9/1/17 0:00,Personal Vehicles,12774,POINT (-67.94271 47.16207)
Metaline Falls,Washington,3025,US-Canada Border,9/1/17 0:00,Bus Passengers,34,POINT (-117.36037000000002 48.85798)
Beecher Falls,Vermont,206,US-Canada Border,9/1/17 0:00,Personal Vehicles,7436,POINT (-71.49664 45.00808)
Ferry,Washington,3013,US-Canada Border,9/1/17 0:00,Truck Containers Empty,24,POINT (-118.58774 48.88627)
Presidio,Texas,2403,US-Mexico Border,9/1/17 0:00,Buses,24,POINT (-104.37167 29.56056)
Calexico East,California,2507,US-Mexico Border,9/1/17 0:00,Trains,20,POINT (-115.48433000000001 32.67524)
Progreso,Texas,2309,US-Mexico Border,9/1/17 0:00,Pedestrians,59775,POINT (-97.94889 26.061670000000003)
San Luis,Arizona,2608,US-Mexico Border,9/1/17 0:00,Pedestrians,187865,POINT (-114.78139000000002 32.48694)
Highgate Springs-Alburg,Vermont,212,US-Canada Border,9/1/17 0:00,Buses,303,POINT (-73.10583 44.979440000000004)
Oroville,Washington,3019,US-Canada Border,9/1/17 0:00,Truck Containers Full,1296,POINT (-119.43444 48.93917)
Detroit,Michigan,3801,US-Canada Border,9/1/17 0:00,Buses,1021,POINT (-83.10222 42.38306000000001)
Dalton Cache,Alaska,3106,US-Canada Border,9/1/17 0:00,Truck Containers Empty,71,POINT (-135.40995 59.10606000000001)
Rio Grande City,Texas,2307,US-Mexico Border,9/1/17 0:00,Personal Vehicle Passengers,64538,POINT (-98.82 26.37944)
Detroit,Michigan,3801,US-Canada Border,9/1/17 0:00,Trains,154,POINT (-83.10222 42.38306000000001)
Dunseith,North Dakota,3422,US-Canada Border,9/1/17 0:00,Trucks,2097,POINT (-100.05863 48.81369)
International Falls-Ranier,Minnesota,3604,US-Canada Border,9/1/17 0:00,Train Passengers,614,POINT (-93.41083 48.60111)
Grand Portage,Minnesota,3613,US-Canada Border,9/1/17 0:00,Personal Vehicle Passengers,41616,POINT (-89.68472000000001 47.96389)
Pinecreek,Minnesota,3425,US-Canada Border,9/1/17 0:00,Truck Containers Empty,39,POINT (-95.81074 48.77518)
Detroit,Michigan,3801,US-Canada Border,9/1/17 0:00,Truck Containers Empty,42673,POINT (-83.10222 42.38306000000001)
Laurier,Washington,3016,US-Canada Border,9/1/17 0:00,Rail Containers Full,334,POINT (-118.22302 48.99892)
Brownsville,Texas,2301,US-Mexico Border,9/1/17 0:00,Trains,64,POINT (-97.49722 25.90139)
Fortuna,North Dakota,3417,US-Canada Border,9/1/17 0:00,Truck Containers Empty,164,POINT (-103.77906 48.91086)
Brownsville,Texas,2301,US-Mexico Border,9/1/17 0:00,Bus Passengers,2771,POINT (-97.49722 25.90139)
Andrade,California,2502,US-Mexico Border,9/1/17 0:00,Pedestrians,41161,POINT (-114.63402 32.7394)
Sweetgrass,Montana,3310,US-Canada Border,9/1/17 0:00,Truck Containers Full,10054,POINT (-111.95972 48.99611000000001)
Piegan,Montana,3316,US-Canada Border,9/1/17 0:00,Bus Passengers,561,POINT (-113.43406 48.85152)
Columbus,New Mexico,2406,US-Mexico Border,9/1/17 0:00,Truck Containers Empty,125,POINT (-107.63944 31.827499999999997)
Tornillo-Fabens,Texas,2404,US-Mexico Border,9/1/17 0:00,Personal Vehicle Passengers,55162,POINT (-106.15806 31.502219999999998)
Port Huron,Michigan,3802,US-Canada Border,9/1/17 0:00,Rail Containers Empty,16230,POINT (-82.47889 42.97583)
Laurier,Washington,3016,US-Canada Border,9/1/17 0:00,Truck Containers Full,128,POINT (-118.22302 48.99892)
Dalton Cache,Alaska,3106,US-Canada Border,9/1/17 0:00,Bus Passengers,146,POINT (-135.40995 59.10606000000001)
Cape Vincent,New York,706,US-Canada Border,9/1/17 0:00,Personal Vehicles,1430,POINT (-73.44253 44.990010000000005)
Porthill,Idaho,3308,US-Canada Border,9/1/17 0:00,Pedestrians,17,POINT (-116.49828 48.99282)
San Luis,Arizona,2608,US-Mexico Border,9/1/17 0:00,Bus Passengers,17,POINT (-114.78139000000002 32.48694)
Hidalgo,Texas,2305,US-Mexico Border,9/1/17 0:00,Buses,1711,POINT (-98.26278 26.1)
Metaline Falls,Washington,3025,US-Canada Border,9/1/17 0:00,Personal Vehicle Passengers,5226,POINT (-117.36037000000002 48.85798)
Massena,New York,704,US-Canada Border,9/1/17 0:00,Personal Vehicles,77324,POINT (-74.74 44.98944)
Baudette,Minnesota,3424,US-Canada Border,9/1/17 0:00,Personal Vehicle Passengers,27205,POINT (-94.72512 48.70731)
Naco,Arizona,2603,US-Mexico Border,9/1/17 0:00,Personal Vehicle Passengers,42527,POINT (-109.9475 31.335280000000004)
Jackman,Maine,104,US-Canada Border,9/1/17 0:00,Personal Vehicles,15522,POINT (-70.255 45.62389)
Morgan,Montana,3319,US-Canada Border,9/1/17 0:00,Truck Containers Full,48,POINT (-107.85719 48.78541)
Buffalo-Niagara Falls,New York,901,US-Canada Border,9/1/17 0:00,Trucks,77597,POINT (-79.05694 43.09444)
Turner,Montana,3306,US-Canada Border,9/1/17 0:00,Trucks,42,POINT (-108.40599 48.84361)
Brownsville,Texas,2301,US-Mexico Border,9/1/17 0:00,Personal Vehicle Passengers,804406,POINT (-97.49722 25.90139)
Otay Mesa,California,2506,US-Mexico Border,9/1/17 0:00,Train Passengers,40,POINT (-117.05333 32.57333)
Fort Kent,Maine,110,US-Canada Border,9/1/17 0:00,Personal Vehicles,10209,POINT (-68.58458 47.26878)
Calexico East,California,2507,US-Mexico Border,9/1/17 0:00,Personal Vehicle Passengers,564740,POINT (-115.48433000000001 32.67524)
Blaine,Washington,3004,US-Canada Border,9/1/17 0:00,Personal Vehicles,345322,POINT (-122.74583 48.99389)
